hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2021-10-22T19:00:00Z,14.29,2.39,5.12,1.11,0.47,76.26
2021-10-22T20:00:00Z,13.28,2.7,5.51,1.58,0.47,75.75
2021-10-22T21:00:00Z,12.01,2.77,5.55,1.68,0.46,70.83
2021-10-22T22:00:00Z,11.78,3.91,7.02,2.79,0.54,65.37
2021-10-22T23:00:00Z,12.88,4.01,7.12,2.79,0.64,59.49
2021-10-23T00:00:00Z,12.99,3.96,7.55,2.68,0.52,60.36
2021-10-23T01:00:00Z,16.48,5.14,9.17,4.22,0.63,50.66
2021-10-23T02:00:00Z,18.18,7.57,12.07,6.72,0.75,40.19
2021-10-23T03:00:00Z,14.67,8.53,13.47,7.56,0.7,33.84
2021-10-23T04:00:00Z,13.62,7.93,12.74,7.08,0.65,33.09
2021-10-23T05:00:00Z,15.19,7.08,11.82,6.29,0.85,39.27
2021-10-23T06:00:00Z,13.74,6.43,10.79,5.62,0.89,35.34
2021-10-23T07:00:00Z,18.26,6.41,10.69,5.69,1.13,26.92
2021-10-23T08:00:00Z,16.58,5.36,9.32,4.58,0.98,33.09
2021-10-23T09:00:00Z,14.46,4.33,7.85,3.34,0.67,40.55
2021-10-23T10:00:00Z,11.56,3.86,6.73,2.38,0.82,49.35
2021-10-23T11:00:00Z,8.01,3.07,4.94,1.43,0.73,65.68
2021-10-23T12:00:00Z,1.45,2.19,2.68,0.14,0.57,79.69
2021-10-23T13:00:00Z,3.66,2.38,2.77,0.28,0.64,85.81
2021-10-23T14:00:00Z,8.79,2.47,3.19,0.53,0.47,89.58
2021-10-23T15:00:00Z,13.55,2.85,4.25,1.01,0.48,83.29
2021-10-23T16:00:00Z,11.59,3.45,5.23,1.67,0.42,81.67
2021-10-23T17:00:00Z,14.45,3.95,6.4,2.26,0.37,74.81
2021-10-23T18:00:00Z,14.63,3.86,6.31,2.23,0.54,72.83
2021-10-23T19:00:00Z,13.19,4.01,6.72,2.41,0.44,69.23
2021-10-23T20:00:00Z,6.57,2.92,4.55,1.13,0.53,80.15
2021-10-23T21:00:00Z,7.2,2.92,4.54,1.23,0.61,84.08
2021-10-23T22:00:00Z,10.6,3.61,6.05,1.99,0.56,77.34
2021-10-23T23:00:00Z,9.62,3.14,5.35,1.63,0.51,76.5
2021-10-24T00:00:00Z,9.69,3.1,5.41,1.68,0.55,74.29
2021-10-24T01:00:00Z,9.17,2.8,4.91,1.33,0.48,74.97
2021-10-24T02:00:00Z,6.68,2.56,4.22,0.96,0.61,79.6
2021-10-24T03:00:00Z,7.34,2.72,4.58,1.2,0.5,81.8
2021-10-24T04:00:00Z,9.45,3.11,5.45,1.73,0.51,80.14
2021-10-24T05:00:00Z,8.23,3.33,5.86,1.92,0.59,78.54
2021-10-24T06:00:00Z,7.73,3.48,6.28,2.07,0.45,77.08
2021-10-24T07:00:00Z,9.59,3.81,6.95,2.44,0.52,73.4
2021-10-24T08:00:00Z,10.67,4.13,7.41,2.8,0.65,70.91
2021-10-24T09:00:00Z,10.53,4.16,7.11,2.75,0.48,69.71
2021-10-24T10:00:00Z,4.48,4.67,6.59,2.52,0.37,59.45
2021-10-24T11:00:00Z,8.24,4.59,6.94,2.65,0.38,75.26
2021-10-24T12:00:00Z,11.29,4.42,6.69,2.65,0.33,78.02
2021-10-24T13:00:00Z,14.06,4.22,6.89,2.78,0.28,79.62
2021-10-24T14:00:00Z,12.04,4.25,6.98,2.8,0.35,72.19
2021-10-24T15:00:00Z,11.23,4.46,7.13,3.02,0.32,73.35
2021-10-24T16:00:00Z,14.32,4.57,7.65,3.39,0.32,72.18
2021-10-24T17:00:00Z,16.21,5.43,9.3,4.42,0.36,72.97
2021-10-24T18:00:00Z,16.08,7.12,11.39,6.33,0.27,67.9
2021-10-24T19:00:00Z,16.57,9.01,13.29,8.24,0.34,64.73
2021-10-24T20:00:00Z,14.48,8.86,13.14,8.12,0.4,60.03
2021-10-24T21:00:00Z,12.8,8.2,12.4,7.52,0.42,55.11
2021-10-24T22:00:00Z,10.82,6.83,10.93,6.16,0.41,54.25
2021-10-24T23:00:00Z,9.94,6.96,11.41,6.27,0.4,51.12
2021-10-25T00:00:00Z,9.59,5.88,10.19,5.31,0.55,56.93
2021-10-25T01:00:00Z,7.18,5.14,9.31,4.51,0.42,55.49
2021-10-25T02:00:00Z,6.86,4.39,8.7,3.73,0.42,56.78
2021-10-25T03:00:00Z,6.88,3.85,8.19,3.05,0.59,61.4
2021-10-25T04:00:00Z,6.32,3.51,7.89,2.68,0.51,63.87
2021-10-25T05:00:00Z,8.49,4.14,8.73,3.18,0.69,59.5
2021-10-25T06:00:00Z,12.48,4.31,9.18,3.33,0.68,51.88
2021-10-25T07:00:00Z,18.97,5.27,10.38,4.2,0.82,41.25
2021-10-25T08:00:00Z,20.08,5.24,10.11,4.09,0.71,38.91
2021-10-25T09:00:00Z,16.42,5.25,10.02,3.74,0.88,38.65
2021-10-25T10:00:00Z,13.84,5.53,10.0,3.66,0.71,34.28
2021-10-25T11:00:00Z,13.67,6.11,10.87,4.01,0.57,45.4
2021-10-25T12:00:00Z,7.3,4.02,7.04,1.88,0.46,63.22
2021-10-25T13:00:00Z,8.68,3.57,5.43,1.29,0.53,60.85
2021-10-25T14:00:00Z,15.09,3.48,5.05,1.14,0.5,57.28
2021-10-25T15:00:00Z,18.28,3.29,4.61,1.03,0.59,57.37
2021-10-25T16:00:00Z,14.49,2.88,4.04,0.63,0.39,66.14
2021-10-25T17:00:00Z,15.01,3.83,6.55,1.3,0.38,69.64
2021-10-25T18:00:00Z,13.92,5.2,9.97,2.3,0.37,75.36
2021-10-25T19:00:00Z,19.32,4.53,9.08,2.52,0.47,66.08
2021-10-25T20:00:00Z,17.98,4.71,9.39,2.85,0.44,65.41
2021-10-25T21:00:00Z,14.9,3.76,7.22,2.54,0.55,62.4
2021-10-25T22:00:00Z,14.51,3.74,7.33,2.71,0.51,64.16
2021-10-25T23:00:00Z,12.5,3.91,7.9,2.91,0.49,62.4
2021-10-26T00:00:00Z,12.8,3.74,7.68,2.91,0.51,59.84
2021-10-26T01:00:00Z,13.01,4.01,8.0,3.18,0.7,59.69
2021-10-26T02:00:00Z,11.33,3.98,8.02,3.08,0.63,59.38
2021-10-26T03:00:00Z,9.87,4.67,8.95,3.81,0.64,61.44
2021-10-26T04:00:00Z,9.42,8.62,14.28,6.77,0.57,61.0
2021-10-26T05:00:00Z,9.47,8.43,14.29,6.6,0.72,60.35
2021-10-26T06:00:00Z,16.87,11.65,18.78,8.72,0.94,49.68
2021-10-26T07:00:00Z,22.58,12.93,20.53,9.68,0.93,34.86
2021-10-26T08:00:00Z,26.34,9.31,15.27,7.37,0.98,22.99
2021-10-26T09:00:00Z,22.4,5.16,9.38,4.16,0.91,34.44
2021-10-26T10:00:00Z,15.24,4.09,7.79,3.0,0.62,49.4
2021-10-26T11:00:00Z,12.06,3.56,6.76,2.32,0.54,52.83
2021-10-26T12:00:00Z,14.58,4.22,7.86,2.88,0.45,53.64
2021-10-26T13:00:00Z,14.13,4.26,7.78,2.72,0.35,57.26
2021-10-26T14:00:00Z,11.74,4.51,8.36,2.83,0.3,58.09
2021-10-26T15:00:00Z,13.51,5.11,9.32,3.26,0.29,61.91
2021-10-26T16:00:00Z,11.61,4.07,7.63,2.62,0.26,68.64
2021-10-26T17:00:00Z,13.18,4.45,8.39,3.12,0.23,71.81
2021-10-26T18:00:00Z,12.43,3.67,7.43,2.33,0.33,73.33
2021-10-26T19:00:00Z,10.62,3.22,6.97,2.03,0.35,72.59
2021-10-26T20:00:00Z,7.7,3.37,7.1,2.16,0.32,73.44
2021-10-26T21:00:00Z,8.3,3.22,6.81,2.05,0.38,75.75
2021-10-26T22:00:00Z,8.29,2.25,5.41,1.3,0.35,76.23
2021-10-26T23:00:00Z,8.17,1.81,4.8,1.02,0.37,78.7
2021-10-27T00:00:00Z,7.43,1.75,4.66,0.93,0.43,76.15
2021-10-27T01:00:00Z,5.42,1.62,4.2,0.68,0.43,78.23
2021-10-27T02:00:00Z,6.22,1.95,4.82,0.98,0.39,80.36
2021-10-27T03:00:00Z,5.96,2.09,5.05,1.04,0.39,82.85
2021-10-27T04:00:00Z,7.43,1.87,4.83,0.88,0.32,83.14
2021-10-27T05:00:00Z,6.23,1.74,4.57,0.69,0.42,80.1
2021-10-27T06:00:00Z,11.53,1.58,4.34,0.5,0.53,71.57
2021-10-27T07:00:00Z,10.88,1.96,4.85,0.75,0.46,74.4
2021-10-27T08:00:00Z,10.26,2.24,5.02,0.96,0.4,74.7
2021-10-27T09:00:00Z,10.76,2.31,4.81,0.88,0.4,70.64
2021-10-27T10:00:00Z,8.35,2.65,5.07,1.0,0.26,70.26
2021-10-27T11:00:00Z,8.37,2.59,4.69,0.86,0.15,71.05
2021-10-27T12:00:00Z,7.54,2.44,4.34,0.7,0.17,73.06
2021-10-27T13:00:00Z,9.26,2.36,4.35,0.65,0.13,73.99
2021-10-27T14:00:00Z,11.48,2.67,4.91,0.94,0.19,72.84
2021-10-27T15:00:00Z,9.7,2.74,4.88,0.92,0.14,73.55
2021-10-27T16:00:00Z,12.28,2.5,4.69,0.89,0.22,74.4
2021-10-27T17:00:00Z,12.53,2.98,5.87,1.45,0.21,79.11
2021-10-27T18:00:00Z,10.56,2.77,5.61,1.4,0.32,81.12
2021-10-27T19:00:00Z,9.25,2.74,5.56,1.46,0.34,82.76
2021-10-27T20:00:00Z,7.56,2.6,5.17,1.38,0.36,84.9
2021-10-27T21:00:00Z,6.32,2.43,4.96,1.16,0.37,87.57
2021-10-27T22:00:00Z,6.47,2.46,4.8,1.12,0.41,90.59
2021-10-27T23:00:00Z,7.2,2.55,4.92,1.19,0.41,88.32
2021-10-28T00:00:00Z,6.95,2.56,5.19,1.22,0.42,87.71
2021-10-28T01:00:00Z,6.68,2.5,4.83,1.16,0.32,87.33
2021-10-28T02:00:00Z,6.09,2.46,4.77,1.19,0.38,86.36
2021-10-28T03:00:00Z,5.89,2.78,5.29,1.53,0.43,86.23
2021-10-28T04:00:00Z,5.63,2.79,5.18,1.49,0.37,88.39
2021-10-28T05:00:00Z,8.54,3.25,6.21,1.92,0.33,83.5
2021-10-28T06:00:00Z,15.8,3.63,6.9,2.26,0.47,68.63
2021-10-28T07:00:00Z,18.37,3.82,7.38,2.59,0.46,62.91
2021-10-28T08:00:00Z,17.95,3.72,7.17,2.45,0.58,62.77
2021-10-28T09:00:00Z,14.4,3.78,6.81,2.31,0.51,60.81
2021-10-28T10:00:00Z,12.34,4.13,7.31,2.65,0.36,67.23
2021-10-28T11:00:00Z,10.33,4.53,7.7,2.92,0.37,72.41
2021-10-28T12:00:00Z,8.98,4.84,8.17,3.12,0.31,72.95
2021-10-28T13:00:00Z,7.31,4.97,7.98,3.12,0.17,75.53
2021-10-28T14:00:00Z,12.87,5.31,8.79,3.37,0.27,71.75
2021-10-28T15:00:00Z,13.41,5.65,9.28,3.86,0.21,73.57
2021-10-28T16:00:00Z,14.0,5.77,9.62,4.17,0.22,75.64
2021-10-28T17:00:00Z,14.23,5.68,9.37,4.2,0.26,76.39
2021-10-28T18:00:00Z,13.6,6.35,10.59,4.91,0.27,76.51
2021-10-28T19:00:00Z,15.09,7.96,12.68,6.88,0.32,72.53
2021-10-28T20:00:00Z,13.08,10.31,15.68,9.2,0.39,71.76
2021-10-28T21:00:00Z,13.01,8.7,14.1,7.39,0.36,69.75
2021-10-28T22:00:00Z,13.37,8.07,12.5,7.12,0.48,69.3
2021-10-28T23:00:00Z,12.25,8.09,12.79,7.08,0.32,68.59
2021-10-29T00:00:00Z,12.5,8.69,13.48,7.87,0.33,67.93
2021-10-29T01:00:00Z,11.0,8.61,13.33,7.76,0.33,68.99
2021-10-29T02:00:00Z,8.81,8.44,13.06,7.66,0.29,70.62
2021-10-29T03:00:00Z,10.29,8.2,12.66,7.48,0.31,73.96
2021-10-29T04:00:00Z,9.69,7.11,11.57,6.41,0.31,73.24
2021-10-29T05:00:00Z,8.28,6.54,10.8,5.86,0.38,83.85
2021-10-29T06:00:00Z,12.92,6.74,11.34,5.9,0.47,81.8
2021-10-29T07:00:00Z,11.93,6.32,10.98,5.41,0.49,83.51
2021-10-29T08:00:00Z,14.38,8.53,14.36,7.3,0.52,76.47
2021-10-29T09:00:00Z,16.75,8.07,13.17,7.01,0.48,70.24
2021-10-29T10:00:00Z,16.37,5.8,10.3,4.7,0.43,66.4
2021-10-29T11:00:00Z,3.37,3.26,5.99,1.5,0.45,71.35
2021-10-29T12:00:00Z,5.01,2.56,4.97,0.64,0.35,79.37
2021-10-29T13:00:00Z,11.82,2.95,5.68,0.88,0.6,59.45
2021-10-29T14:00:00Z,13.58,3.79,6.96,1.35,0.56,59.97
2021-10-29T15:00:00Z,15.92,3.67,6.65,1.23,0.5,61.24
2021-10-29T16:00:00Z,16.51,2.44,5.33,0.69,0.41,76.77
2021-10-29T17:00:00Z,18.51,1.6,4.51,0.52,0.4,69.02
2021-10-29T18:00:00Z,22.87,2.57,6.19,1.7,0.55,49.95
2021-10-29T19:00:00Z,20.66,2.83,6.41,2.04,0.6,42.27
2021-10-29T20:00:00Z,17.84,4.08,8.12,2.99,0.6,42.34
2021-10-29T21:00:00Z,16.85,4.25,8.55,3.1,0.6,50.11
2021-10-29T22:00:00Z,16.2,4.27,8.5,3.08,0.61,52.25
2021-10-29T23:00:00Z,13.36,3.88,8.16,2.83,0.63,58.44
2021-10-30T00:00:00Z,13.56,3.09,7.11,2.17,0.83,56.46
2021-10-30T01:00:00Z,11.55,3.17,7.36,2.24,0.56,59.74
2021-10-30T02:00:00Z,11.17,3.6,7.81,2.74,0.6,59.91
2021-10-30T03:00:00Z,10.34,4.09,8.41,3.21,0.6,58.83
2021-10-30T04:00:00Z,10.48,3.34,7.38,2.57,0.62,56.91
2021-10-30T05:00:00Z,10.84,3.08,7.12,2.3,0.71,58.42
2021-10-30T06:00:00Z,12.32,2.79,6.71,2.03,0.64,55.37
2021-10-30T07:00:00Z,13.59,3.81,7.84,3.01,0.67,54.1
2021-10-30T08:00:00Z,14.69,6.66,11.33,5.88,0.46,51.86
2021-10-30T09:00:00Z,11.32,5.93,10.25,5.07,0.66,57.13
2021-10-30T10:00:00Z,20.98,1.41,4.94,0.67,0.8,63.46
2021-10-30T11:00:00Z,15.02,2.39,5.87,1.19,0.88,66.45
2021-10-30T12:00:00Z,6.6,1.63,3.48,0.3,0.68,70.48
2021-10-30T13:00:00Z,2.61,1.69,2.71,0.16,0.69,69.17
2021-10-30T14:00:00Z,1.56,1.89,2.4,0.07,0.58,70.75
2021-10-30T15:00:00Z,3.4,1.95,2.34,0.08,0.46,72.62
2021-10-30T16:00:00Z,5.7,1.87,2.34,0.07,0.53,74.05
2021-10-30T17:00:00Z,12.04,1.79,2.99,0.26,0.52,72.65
2021-10-30T18:00:00Z,18.75,3.14,5.84,2.14,0.56,62.96
2021-10-30T19:00:00Z,21.96,4.06,7.44,3.26,0.62,51.05
2021-10-30T20:00:00Z,18.03,6.51,10.9,5.78,0.63,44.31
2021-10-30T21:00:00Z,16.14,7.53,12.37,6.79,0.75,44.51
2021-10-30T22:00:00Z,13.57,5.03,9.34,4.4,0.71,52.18
2021-10-30T23:00:00Z,11.51,3.04,6.69,2.44,0.75,48.59
2021-10-31T00:00:00Z,10.01,3.53,7.34,3.02,0.78,46.39
2021-10-31T01:00:00Z,9.66,3.73,7.61,3.23,0.82,41.74
2021-10-31T02:00:00Z,8.79,2.82,6.57,2.26,0.79,50.43
2021-10-31T03:00:00Z,6.98,2.01,5.76,1.38,0.67,56.34
2021-10-31T04:00:00Z,7.75,2.13,5.85,1.44,0.78,58.95
2021-10-31T05:00:00Z,9.61,2.63,6.43,1.94,0.67,57.49
2021-10-31T06:00:00Z,9.67,1.89,5.6,1.14,0.62,62.34
2021-10-31T07:00:00Z,9.26,1.66,5.29,0.99,0.58,67.31
2021-10-31T08:00:00Z,9.46,1.89,5.68,1.3,0.49,68.38
2021-10-31T09:00:00Z,9.78,1.94,5.68,1.45,0.52,69.18
2021-10-31T10:00:00Z,10.43,1.2,4.66,0.81,0.55,69.75
2021-10-31T11:00:00Z,4.92,0.45,3.51,0.02,0.65,86.22
2021-10-31T12:00:00Z,4.12,0.83,3.15,0.01,0.71,82.8
2021-10-31T13:00:00Z,4.12,1.47,4.04,0.21,0.48,82.97
2021-10-31T14:00:00Z,5.39,1.4,3.84,0.14,0.55,81.72
2021-10-31T15:00:00Z,3.52,1.72,3.68,0.2,0.59,77.22
2021-10-31T16:00:00Z,3.02,2.46,4.87,0.46,0.65,79.24
2021-10-31T17:00:00Z,4.82,2.83,5.78,0.8,0.62,81.73
2021-10-31T18:00:00Z,5.4,3.25,6.57,1.01,0.59,81.82
2021-10-31T19:00:00Z,4.85,3.29,6.28,1.13,0.61,82.04
2021-10-31T20:00:00Z,7.56,2.91,6.05,0.95,0.57,85.25
2021-10-31T21:00:00Z,7.16,1.77,4.22,0.29,0.5,88.35
2021-10-31T22:00:00Z,5.79,1.53,3.83,0.14,0.72,88.47
2021-10-31T23:00:00Z,7.71,2.29,5.54,0.63,0.57,85.64
2021-11-01T00:00:00Z,6.27,2.2,5.34,0.62,0.59,85.17
2021-11-01T01:00:00Z,6.76,2.03,5.24,0.52,0.71,87.19
2021-11-01T02:00:00Z,6.54,1.75,4.97,0.44,0.61,85.44
2021-11-01T03:00:00Z,6.07,1.59,4.65,0.35,0.71,84.73
2021-11-01T04:00:00Z,4.62,1.17,3.86,0.13,0.67,81.1
2021-11-01T05:00:00Z,4.45,1.09,3.56,0.06,0.71,81.38
2021-11-01T06:00:00Z,4.39,1.26,3.59,0.1,0.79,79.6
2021-11-01T07:00:00Z,7.89,1.49,4.16,0.23,0.74,73.95
2021-11-01T08:00:00Z,12.59,2.76,6.42,0.95,1.0,63.42
2021-11-01T09:00:00Z,15.66,3.64,7.43,1.37,1.41,52.51
2021-11-01T10:00:00Z,9.83,3.59,6.52,0.98,1.02,56.76
2021-11-01T11:00:00Z,11.76,3.35,5.83,0.89,1.02,62.33
2021-11-01T12:00:00Z,14.6,3.2,5.73,0.82,0.76,63.84
2021-11-01T13:00:00Z,15.73,2.38,4.73,0.51,0.63,76.78
2021-11-01T14:00:00Z,19.77,1.52,3.68,0.24,0.67,69.3
2021-11-01T15:00:00Z,25.05,2.35,5.34,0.98,1.06,56.31
2021-11-01T16:00:00Z,24.85,2.2,4.56,0.7,1.24,49.63
2021-11-01T17:00:00Z,16.47,2.98,6.86,1.5,0.6,62.35
2021-11-01T18:00:00Z,14.15,2.92,6.84,1.54,0.67,63.39
2021-11-01T19:00:00Z,18.11,3.89,8.36,2.68,0.71,53.66
2021-11-01T20:00:00Z,16.97,2.95,6.53,2.11,0.77,52.36
2021-11-01T21:00:00Z,15.92,2.86,6.25,2.14,0.82,49.71
2021-11-01T22:00:00Z,20.87,6.28,10.64,5.56,0.96,35.81
2021-11-01T23:00:00Z,18.4,5.04,9.17,4.39,1.05,40.7
2021-11-02T00:00:00Z,17.51,4.21,8.22,3.52,1.06,41.64
2021-11-02T01:00:00Z,14.12,4.47,8.32,3.81,0.97,38.18
2021-11-02T02:00:00Z,19.01,7.86,12.62,7.06,1.61,15.7
2021-11-02T03:00:00Z,16.6,6.52,10.97,5.91,1.08,29.04
2021-11-02T04:00:00Z,17.74,6.48,10.67,5.86,1.19,24.06
2021-11-02T05:00:00Z,14.51,8.69,13.12,8.0,1.11,24.9
2021-11-02T06:00:00Z,13.88,10.35,15.06,9.48,0.99,25.57
2021-11-02T07:00:00Z,21.36,11.53,16.75,10.62,2.46,7.7
2021-11-02T08:00:00Z,28.25,11.42,16.99,10.5,5.53,0.36
2021-11-02T09:00:00Z,37.15,11.25,16.65,10.29,8.93,0.12
2021-11-02T10:00:00Z,25.48,7.98,11.96,6.28,2.76,0.17
2021-11-02T11:00:00Z,22.28,7.91,11.54,5.68,1.85,4.15
2021-11-02T12:00:00Z,17.02,4.34,6.24,2.28,0.96,42.95
2021-11-02T13:00:00Z,17.26,3.71,5.31,1.62,0.95,56.32
2021-11-02T14:00:00Z,18.78,4.21,5.94,2.12,0.79,53.37
2021-11-02T15:00:00Z,21.27,3.75,5.25,1.61,0.97,50.33
2021-11-02T16:00:00Z,22.42,2.8,3.71,0.66,0.97,46.76
2021-11-02T17:00:00Z,46.77,9.8,19.26,6.14,2.96,13.88
2021-11-02T18:00:00Z,26.58,9.13,16.83,6.59,0.78,44.14
2021-11-02T19:00:00Z,28.87,4.92,9.12,3.68,1.22,33.21
2021-11-02T20:00:00Z,37.01,13.98,22.27,12.99,5.28,7.7
2021-11-02T21:00:00Z,36.44,19.67,30.52,18.63,3.75,1.36
2021-11-02T22:00:00Z,36.97,21.05,30.72,19.73,4.75,1.1
2021-11-02T23:00:00Z,34.4,21.5,32.38,20.38,11.81,0.0
2021-11-03T00:00:00Z,33.82,24.25,35.47,22.65,18.28,0.0
2021-11-03T01:00:00Z,30.54,23.76,35.18,22.26,24.25,0.0
2021-11-03T02:00:00Z,28.39,22.02,32.35,20.67,25.69,0.0
2021-11-03T03:00:00Z,25.1,21.77,31.96,20.44,22.66,0.03
2021-11-03T04:00:00Z,18.72,19.61,28.4,18.32,12.5,0.12
2021-11-03T05:00:00Z,17.06,19.79,28.38,18.45,15.82,0.06
2021-11-03T06:00:00Z,24.43,20.35,29.23,18.92,19.69,0.0
2021-11-03T07:00:00Z,33.5,18.19,28.06,16.95,12.82,0.52
2021-11-03T08:00:00Z,45.59,15.81,25.53,14.29,15.11,0.0
2021-11-03T09:00:00Z,37.87,13.95,21.56,12.19,4.81,0.16
2021-11-03T10:00:00Z,40.5,9.44,14.89,8.32,4.06,7.43
2021-11-03T11:00:00Z,27.8,5.92,9.87,5.17,1.54,21.99
2021-11-03T12:00:00Z,22.22,5.65,9.13,4.82,1.15,28.69
2021-11-03T13:00:00Z,16.63,3.83,6.59,2.85,0.92,40.94
2021-11-03T14:00:00Z,12.22,4.09,6.46,2.96,0.79,46.98
2021-11-03T15:00:00Z,16.5,3.89,6.22,2.72,0.9,46.78
2021-11-03T16:00:00Z,15.68,3.37,5.61,2.07,0.78,56.0
2021-11-03T17:00:00Z,18.03,2.6,4.73,1.35,0.97,56.13
2021-11-03T18:00:00Z,17.91,3.4,6.26,2.11,0.68,57.34
2021-11-03T19:00:00Z,16.88,3.44,6.72,2.28,0.6,58.5
2021-11-03T20:00:00Z,14.95,3.44,6.41,2.53,0.59,61.53
2021-11-03T21:00:00Z,14.48,3.34,6.61,2.4,0.71,61.46
2021-11-03T22:00:00Z,17.14,4.61,8.39,3.71,0.86,52.63
2021-11-03T23:00:00Z,12.02,2.97,6.19,2.13,0.94,56.86
2021-11-04T00:00:00Z,9.34,2.15,4.88,1.21,0.86,58.43
2021-11-04T01:00:00Z,7.24,1.65,4.02,0.59,0.78,60.3
2021-11-04T02:00:00Z,5.89,1.33,3.39,0.18,0.89,61.38
2021-11-04T03:00:00Z,6.3,1.45,3.72,0.39,0.98,61.14
2021-11-04T04:00:00Z,8.15,1.32,3.82,0.3,0.97,60.58
2021-11-04T05:00:00Z,9.36,1.06,3.48,0.13,1.03,61.4
2021-11-04T06:00:00Z,12.4,0.91,3.46,0.06,1.08,60.57
2021-11-04T07:00:00Z,19.3,1.42,4.24,0.61,1.2,49.58
2021-11-04T08:00:00Z,19.5,1.61,4.14,0.66,1.22,47.89
2021-11-04T09:00:00Z,21.72,2.01,4.36,0.83,1.46,40.02
2021-11-04T10:00:00Z,20.1,2.22,4.34,0.79,1.49,41.69
2021-11-04T11:00:00Z,14.53,2.39,4.23,0.87,1.02,53.62
2021-11-04T12:00:00Z,11.62,2.44,3.88,0.83,0.84,58.53
2021-11-04T13:00:00Z,10.88,2.57,3.9,0.92,0.78,60.29
2021-11-04T14:00:00Z,14.11,3.47,5.22,1.86,0.71,58.29
2021-11-04T15:00:00Z,16.18,3.42,5.23,1.71,0.8,54.76
2021-11-04T16:00:00Z,21.84,3.51,5.16,1.82,1.07,45.11
2021-11-04T17:00:00Z,26.36,6.17,10.78,3.73,1.12,40.65
2021-11-04T18:00:00Z,33.62,4.68,7.69,3.26,0.97,28.16
2021-11-04T19:00:00Z,28.68,5.92,9.43,4.75,0.67,26.31
2021-11-04T20:00:00Z,31.99,8.34,13.24,7.13,1.79,17.27
2021-11-04T21:00:00Z,27.81,12.93,20.13,11.59,1.01,21.29
2021-11-04T22:00:00Z,20.54,11.09,17.41,9.62,0.92,31.07
2021-11-04T23:00:00Z,20.91,10.93,17.31,9.44,1.08,30.66
2021-11-05T00:00:00Z,19.39,9.36,14.74,8.41,0.99,31.98
2021-11-05T01:00:00Z,21.42,12.98,19.94,11.8,1.53,20.28
2021-11-05T02:00:00Z,19.75,14.09,20.99,13.04,1.23,22.88
2021-11-05T03:00:00Z,18.23,15.55,23.35,14.61,1.04,20.3
2021-11-05T04:00:00Z,17.41,18.38,28.51,17.29,1.2,14.15
2021-11-05T05:00:00Z,16.55,18.13,28.39,17.04,1.52,3.95
2021-11-05T06:00:00Z,15.13,17.65,27.53,16.66,2.64,4.32
2021-11-05T07:00:00Z,16.57,19.76,30.86,18.66,7.21,1.58
2021-11-05T08:00:00Z,25.76,21.95,34.07,20.8,17.07,0.0
2021-11-05T09:00:00Z,41.49,22.99,37.19,21.8,29.26,0.0
2021-11-05T10:00:00Z,47.62,23.35,38.69,22.09,26.45,0.0
2021-11-05T11:00:00Z,45.92,15.71,25.67,14.28,10.22,7.14
2021-11-05T12:00:00Z,32.4,8.03,13.23,6.35,1.4,30.2
2021-11-05T13:00:00Z,25.67,10.04,15.61,8.27,1.11,37.23
2021-11-05T14:00:00Z,28.16,8.4,13.1,7.19,1.17,28.09
2021-11-05T15:00:00Z,21.82,5.33,8.78,4.16,0.7,39.17
2021-11-05T16:00:00Z,21.15,3.95,6.9,2.67,0.63,41.88
2021-11-05T17:00:00Z,23.78,4.57,8.21,3.26,0.57,43.13
2021-11-05T18:00:00Z,23.4,8.38,13.88,7.11,0.64,45.15
2021-11-05T19:00:00Z,22.78,18.84,29.72,17.6,0.57,45.29
2021-11-05T20:00:00Z,16.89,15.03,23.2,13.85,0.58,56.97
2021-11-05T21:00:00Z,16.5,19.12,31.37,17.56,0.48,53.05
2021-11-05T22:00:00Z,21.68,27.72,44.14,25.36,0.69,40.41
2021-11-05T23:00:00Z,25.38,34.0,50.21,31.42,0.82,29.03
2021-11-06T00:00:00Z,23.41,34.76,50.11,32.28,0.74,31.26
2021-11-06T01:00:00Z,17.45,22.93,37.66,21.51,0.84,43.54
2021-11-06T02:00:00Z,13.02,18.2,29.28,17.06,0.6,47.08
2021-11-06T03:00:00Z,12.87,18.31,28.65,17.31,0.67,47.15
2021-11-06T04:00:00Z,11.13,14.93,21.94,14.01,0.61,49.47
2021-11-06T05:00:00Z,8.64,9.1,14.11,8.19,0.56,55.24
2021-11-06T06:00:00Z,7.48,7.46,12.32,6.45,0.66,58.31
2021-11-06T07:00:00Z,7.19,9.16,14.69,7.97,0.73,58.2
2021-11-06T08:00:00Z,8.99,9.94,16.02,8.63,0.62,60.58
2021-11-06T09:00:00Z,9.53,9.89,16.08,8.3,0.54,61.81
2021-11-06T10:00:00Z,9.77,7.21,12.05,5.64,0.66,60.65
2021-11-06T11:00:00Z,7.45,4.3,8.05,2.55,0.66,63.87
2021-11-06T12:00:00Z,9.07,3.42,6.43,1.87,0.43,65.65
2021-11-06T13:00:00Z,8.53,3.73,6.52,2.15,0.44,64.57
