hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2021-06-09T09:00:00Z,1.65,8.7,12.1,5.4,0.0,98.2
2021-06-09T10:00:00Z,1.97,8.41,11.44,5.1,0.1,102.66
2021-06-09T11:00:00Z,0.26,7.03,8.78,3.69,0.0,105.27
2021-06-09T12:00:00Z,0.63,5.96,6.83,2.58,0.0,109.22
2021-06-09T13:00:00Z,0.71,5.66,6.7,2.22,0.0,116.49
2021-06-09T14:00:00Z,5.43,6.94,9.05,3.5,0.09,114.18
2021-06-09T15:00:00Z,4.51,7.07,9.21,4.01,0.04,107.32
2021-06-09T16:00:00Z,7.46,7.49,10.24,4.38,0.0,97.1
2021-06-09T17:00:00Z,1.47,6.55,8.06,3.97,0.06,92.89
2021-06-09T18:00:00Z,11.27,5.15,6.46,2.99,0.05,81.62
2021-06-09T19:00:00Z,3.06,4.85,6.13,2.26,0.05,53.19
2021-06-09T20:00:00Z,8.84,4.82,6.69,2.37,0.0,60.6
2021-06-09T21:00:00Z,13.24,4.63,6.53,2.62,0.0,51.92
2021-06-09T22:00:00Z,14.89,5.51,8.06,3.68,0.0,46.23
2021-06-09T23:00:00Z,15.41,5.55,8.46,3.87,0.11,45.48
2021-06-10T00:00:00Z,14.14,4.32,7.01,2.92,0.39,40.78
2021-06-10T01:00:00Z,14.2,4.39,7.48,3.04,0.63,35.82
2021-06-10T02:00:00Z,14.24,5.48,9.17,4.05,0.99,31.55
2021-06-10T03:00:00Z,9.0,4.18,7.43,2.85,0.9,33.23
2021-06-10T04:00:00Z,8.24,2.83,5.54,1.76,0.83,39.13
2021-06-10T05:00:00Z,9.69,3.08,5.9,2.07,0.84,34.39
2021-06-10T06:00:00Z,9.36,4.45,7.85,3.24,0.94,34.03
2021-06-10T07:00:00Z,12.79,5.68,10.14,4.0,0.93,31.3
2021-06-10T08:00:00Z,11.51,4.46,7.38,2.86,0.42,34.51
2021-06-10T09:00:00Z,2.78,4.07,5.93,2.03,0.0,46.01
2021-06-10T10:00:00Z,4.4,4.7,6.86,2.31,0.0,57.06
2021-06-10T11:00:00Z,8.43,4.26,6.3,1.9,0.02,65.72
2021-06-10T12:00:00Z,2.34,3.4,4.23,1.16,0.0,68.37
2021-06-10T13:00:00Z,1.85,3.71,4.54,1.43,0.08,69.11
2021-06-10T14:00:00Z,1.23,4.06,5.43,1.47,0.06,72.88
2021-06-10T15:00:00Z,2.95,4.24,5.71,1.69,0.04,69.48
2021-06-10T16:00:00Z,9.25,4.59,6.64,2.26,0.11,69.34
2021-06-10T17:00:00Z,2.92,4.55,6.3,2.11,0.07,67.36
2021-06-10T18:00:00Z,0.42,4.33,5.3,1.96,0.1,69.8
2021-06-10T19:00:00Z,1.11,4.69,5.96,2.23,0.01,67.44
2021-06-10T20:00:00Z,7.9,5.16,7.43,2.92,0.05,71.21
2021-06-10T21:00:00Z,14.07,5.04,7.62,3.19,0.0,70.16
2021-06-10T22:00:00Z,17.56,5.3,8.52,3.69,0.06,59.63
2021-06-10T23:00:00Z,15.84,4.89,8.25,3.52,0.29,49.13
2021-06-11T00:00:00Z,12.21,4.59,8.22,3.21,0.44,40.88
2021-06-11T01:00:00Z,8.83,3.06,6.18,1.9,0.56,37.23
2021-06-11T02:00:00Z,8.98,2.33,5.22,1.37,0.63,40.16
2021-06-11T03:00:00Z,6.38,2.03,4.69,1.07,0.55,35.61
2021-06-11T04:00:00Z,6.12,2.27,4.94,1.28,0.59,34.58
2021-06-11T05:00:00Z,6.01,2.07,4.73,1.16,0.6,32.53
2021-06-11T06:00:00Z,4.06,2.98,5.73,1.66,0.5,23.58
2021-06-11T07:00:00Z,4.41,3.27,5.77,1.64,0.19,21.86
2021-06-11T08:00:00Z,2.93,3.69,6.09,1.52,0.06,25.57
2021-06-11T09:00:00Z,1.55,3.22,4.8,0.95,0.01,37.23
2021-06-11T10:00:00Z,1.91,3.63,5.07,1.2,0.0,48.53
2021-06-11T11:00:00Z,0.63,4.75,6.53,1.89,0.0,52.38
2021-06-11T12:00:00Z,3.12,4.8,6.77,2.19,0.03,71.33
2021-06-11T13:00:00Z,6.45,4.4,5.76,2.31,0.04,80.31
2021-06-11T14:00:00Z,3.6,5.01,6.56,2.93,0.04,71.66
2021-06-11T15:00:00Z,3.98,4.43,5.53,2.53,0.04,69.42
2021-06-11T16:00:00Z,9.49,4.76,6.57,2.8,0.0,69.26
2021-06-11T17:00:00Z,7.53,4.6,6.44,2.74,0.0,68.95
2021-06-11T18:00:00Z,3.06,4.86,6.83,2.7,0.02,64.09
2021-06-11T19:00:00Z,1.03,4.1,5.03,1.98,0.02,67.76
2021-06-11T20:00:00Z,6.43,4.9,6.85,2.92,0.01,79.19
2021-06-11T21:00:00Z,4.66,4.25,5.85,2.33,0.2,81.73
2021-06-11T22:00:00Z,8.14,4.47,6.61,2.64,0.46,78.47
2021-06-11T23:00:00Z,10.9,6.04,9.3,4.13,0.6,74.62
2021-06-12T00:00:00Z,8.07,6.75,10.48,4.67,0.68,76.02
2021-06-12T01:00:00Z,7.87,6.93,10.85,5.0,0.79,73.85
2021-06-12T02:00:00Z,7.49,7.15,11.1,5.06,0.94,73.85
2021-06-12T03:00:00Z,11.94,8.24,13.02,6.05,0.65,69.91
2021-06-12T04:00:00Z,12.36,9.09,14.44,7.0,0.99,61.41
2021-06-12T05:00:00Z,10.31,9.58,15.21,7.48,1.0,55.5
2021-06-12T06:00:00Z,4.66,8.27,12.86,5.99,0.97,47.11
2021-06-12T07:00:00Z,4.86,12.73,19.48,9.11,0.76,52.86
2021-06-12T08:00:00Z,2.22,10.75,15.84,7.48,0.14,50.02
2021-06-12T09:00:00Z,1.22,7.72,10.6,5.01,0.02,62.75
2021-06-12T10:00:00Z,0.85,6.33,8.24,3.85,0.0,69.97
2021-06-12T11:00:00Z,1.66,7.5,9.87,4.98,0.0,73.24
2021-06-12T12:00:00Z,0.53,10.06,13.52,7.38,0.0,78.27
2021-06-12T13:00:00Z,0.37,12.01,16.44,9.43,0.02,89.53
2021-06-12T14:00:00Z,0.55,12.76,17.78,10.19,0.0,97.58
2021-06-12T15:00:00Z,0.35,10.66,14.21,8.39,0.03,104.49
2021-06-12T16:00:00Z,0.56,8.52,10.83,6.07,0.0,104.18
2021-06-12T17:00:00Z,0.25,7.37,9.02,4.74,0.0,104.41
2021-06-12T18:00:00Z,0.3,5.99,6.9,3.09,0.11,101.14
2021-06-12T19:00:00Z,0.04,5.48,6.14,2.39,0.0,104.15
2021-06-12T20:00:00Z,1.38,5.2,5.94,2.25,0.04,101.62
2021-06-12T21:00:00Z,12.94,5.86,7.44,3.41,0.08,96.86
2021-06-12T22:00:00Z,16.94,9.15,13.69,6.55,0.31,79.91
2021-06-12T23:00:00Z,13.77,5.81,8.22,3.7,0.56,75.39
2021-06-13T00:00:00Z,10.95,3.53,4.61,1.6,0.61,74.57
2021-06-13T01:00:00Z,11.36,3.69,5.27,1.95,0.69,69.86
2021-06-13T02:00:00Z,11.31,4.11,6.14,2.49,0.94,65.48
2021-06-13T03:00:00Z,12.59,4.59,7.18,3.17,0.6,62.69
2021-06-13T04:00:00Z,11.17,4.95,7.73,3.69,0.78,61.64
2021-06-13T05:00:00Z,14.36,4.42,7.31,3.27,0.74,48.94
2021-06-13T06:00:00Z,7.26,4.75,6.1,2.73,0.34,21.88
2021-06-13T07:00:00Z,0.75,5.26,6.3,2.68,0.02,46.93
2021-06-13T08:00:00Z,1.37,4.96,5.58,2.17,0.01,63.1
2021-06-13T09:00:00Z,1.24,5.59,6.37,2.87,0.08,70.19
2021-06-13T10:00:00Z,2.98,4.55,5.22,2.02,0.06,74.48
2021-06-13T11:00:00Z,1.68,4.55,5.16,2.02,0.05,72.29
2021-06-13T12:00:00Z,2.97,4.57,5.11,2.09,0.03,77.32
2021-06-13T13:00:00Z,0.63,4.16,4.61,1.59,0.02,75.38
2021-06-13T14:00:00Z,1.79,4.52,5.03,2.04,0.04,79.51
2021-06-13T15:00:00Z,0.3,5.2,5.79,2.76,0.0,83.69
2021-06-13T16:00:00Z,0.73,5.02,5.45,2.78,0.02,83.42
2021-06-13T17:00:00Z,1.11,3.89,4.31,1.51,0.14,79.57
2021-06-13T18:00:00Z,0.29,3.77,4.17,1.18,0.0,77.29
2021-06-13T19:00:00Z,1.19,4.11,4.57,1.6,0.01,86.87
2021-06-13T20:00:00Z,10.93,4.96,5.96,3.01,0.13,86.71
2021-06-13T21:00:00Z,11.35,4.97,6.56,3.18,0.01,84.01
2021-06-13T22:00:00Z,15.86,6.22,8.92,4.66,0.04,72.97
2021-06-13T23:00:00Z,18.42,7.47,11.09,6.08,0.01,58.9
2021-06-14T00:00:00Z,12.58,6.99,10.59,5.67,0.0,65.36
2021-06-14T01:00:00Z,13.28,8.64,12.98,7.36,0.0,63.89
2021-06-14T02:00:00Z,13.19,10.72,15.8,9.49,0.08,73.78
2021-06-14T03:00:00Z,7.33,10.18,15.22,8.77,0.17,82.76
2021-06-14T04:00:00Z,8.11,9.63,14.7,8.27,0.28,81.75
2021-06-14T05:00:00Z,9.44,9.53,14.49,8.08,0.35,69.62
2021-06-14T06:00:00Z,3.17,7.96,11.87,5.81,0.01,47.76
2021-06-14T07:00:00Z,1.11,6.69,9.27,4.11,0.08,43.9
2021-06-14T08:00:00Z,0.42,4.7,5.72,2.1,0.02,53.62
2021-06-14T09:00:00Z,0.43,4.09,4.64,1.44,0.07,70.63
2021-06-14T10:00:00Z,2.77,6.08,7.72,3.39,0.01,77.08
2021-06-14T11:00:00Z,1.53,8.03,10.56,5.53,0.0,73.86
2021-06-14T12:00:00Z,5.47,10.88,15.28,8.3,0.02,70.4
2021-06-14T13:00:00Z,3.92,9.0,12.32,6.15,0.0,66.84
2021-06-14T14:00:00Z,2.91,7.37,9.94,4.72,0.06,63.15
2021-06-14T15:00:00Z,5.39,6.76,9.1,4.12,0.05,66.78
2021-06-14T16:00:00Z,2.8,5.78,7.56,3.28,0.01,67.65
2021-06-14T17:00:00Z,0.62,6.3,8.1,4.08,0.0,78.69
2021-06-14T18:00:00Z,0.63,5.32,6.46,3.24,0.0,85.98
2021-06-14T19:00:00Z,2.39,3.6,4.17,0.86,0.0,75.49
2021-06-14T20:00:00Z,3.75,3.42,3.9,0.68,0.21,71.12
2021-06-14T21:00:00Z,11.67,3.65,4.6,1.17,0.43,71.52
2021-06-14T22:00:00Z,16.88,3.93,5.77,1.76,0.51,63.31
2021-06-14T23:00:00Z,16.57,3.81,6.21,1.95,0.56,58.74
2021-06-15T00:00:00Z,19.06,4.52,7.52,2.88,0.6,48.08
2021-06-15T01:00:00Z,16.05,4.03,7.2,2.68,0.47,47.37
2021-06-15T02:00:00Z,9.96,4.18,7.41,2.78,0.7,58.0
2021-06-15T03:00:00Z,11.53,5.0,8.9,3.92,0.75,41.71
2021-06-15T04:00:00Z,13.64,4.91,8.94,3.96,0.95,32.93
2021-06-15T05:00:00Z,16.46,5.39,9.72,4.23,1.82,17.38
2021-06-15T06:00:00Z,15.73,5.96,9.7,4.25,1.92,19.13
2021-06-15T07:00:00Z,6.59,6.06,9.18,3.71,1.24,28.8
2021-06-15T08:00:00Z,5.1,5.97,7.97,3.11,0.04,35.99
2021-06-15T09:00:00Z,2.68,5.66,6.65,2.78,0.0,56.5
2021-06-15T10:00:00Z,5.65,5.86,7.16,3.13,0.0,77.74
2021-06-15T11:00:00Z,5.74,6.36,7.86,3.53,0.0,76.14
2021-06-15T12:00:00Z,3.64,7.4,9.23,4.32,0.0,86.73
2021-06-15T13:00:00Z,3.28,8.64,11.66,5.2,0.0,97.97
2021-06-15T14:00:00Z,1.44,7.91,10.2,4.34,0.0,101.22
2021-06-15T15:00:00Z,1.27,6.58,8.24,3.09,0.0,116.55
2021-06-15T16:00:00Z,0.6,6.54,7.94,2.99,0.0,126.37
2021-06-15T17:00:00Z,0.29,6.28,7.13,2.99,0.0,128.93
2021-06-15T18:00:00Z,0.2,5.78,6.66,2.3,0.0,124.88
2021-06-15T19:00:00Z,0.45,5.85,6.96,2.26,0.0,119.63
2021-06-15T20:00:00Z,2.16,5.83,7.09,2.31,0.0,110.33
2021-06-15T21:00:00Z,16.54,7.39,10.44,3.97,0.0,105.51
2021-06-15T22:00:00Z,24.57,6.03,8.53,3.62,0.03,92.99
2021-06-15T23:00:00Z,33.03,7.35,11.45,5.11,0.15,62.42
2021-06-16T00:00:00Z,30.91,7.59,11.78,5.83,0.29,40.96
2021-06-16T01:00:00Z,25.9,8.2,12.82,6.7,0.39,34.07
2021-06-16T02:00:00Z,18.67,8.0,12.41,6.55,0.44,47.8
2021-06-16T03:00:00Z,17.13,8.59,13.32,7.18,0.42,48.95
2021-06-16T04:00:00Z,16.81,9.28,14.13,7.89,0.39,47.46
2021-06-16T05:00:00Z,18.11,10.68,16.38,9.18,0.55,45.58
2021-06-16T06:00:00Z,18.66,11.37,17.16,9.5,0.52,36.13
2021-06-16T07:00:00Z,12.96,15.31,22.89,12.2,0.02,52.34
2021-06-16T08:00:00Z,0.96,13.14,19.59,9.5,0.0,67.73
2021-06-16T09:00:00Z,1.61,11.29,16.85,7.91,0.0,84.29
2021-06-16T10:00:00Z,1.14,9.79,13.69,6.6,0.0,90.9
2021-06-16T11:00:00Z,0.46,8.28,11.01,4.99,0.0,101.92
2021-06-16T12:00:00Z,0.33,7.96,10.07,4.59,0.0,114.94
2021-06-16T13:00:00Z,0.26,7.77,9.82,4.35,0.0,126.44
2021-06-16T14:00:00Z,0.02,6.81,8.29,3.01,0.0,133.78
2021-06-16T15:00:00Z,0.19,5.6,6.42,1.92,0.0,128.77
2021-06-16T16:00:00Z,0.28,5.0,5.62,1.46,0.0,118.61
2021-06-16T17:00:00Z,0.18,4.91,5.44,1.58,0.0,120.17
2021-06-16T18:00:00Z,0.07,4.55,5.02,1.26,0.0,112.63
2021-06-16T19:00:00Z,0.54,4.26,4.72,1.13,0.0,103.97
2021-06-16T20:00:00Z,3.09,4.17,4.62,1.21,0.0,92.72
2021-06-16T21:00:00Z,13.22,4.12,4.61,1.52,0.0,83.84
2021-06-16T22:00:00Z,24.31,4.88,6.56,2.8,0.0,81.19
2021-06-16T23:00:00Z,23.94,5.18,7.53,3.54,0.0,77.51
2021-06-17T00:00:00Z,26.35,4.71,7.74,3.51,0.02,48.59
2021-06-17T01:00:00Z,22.85,6.03,9.96,4.93,0.16,36.61
2021-06-17T02:00:00Z,19.43,7.21,11.56,6.21,0.25,36.52
2021-06-17T03:00:00Z,17.41,8.03,12.29,7.25,0.28,27.91
2021-06-17T04:00:00Z,13.92,8.73,13.51,7.72,0.37,24.36
2021-06-17T05:00:00Z,12.81,6.43,10.8,5.31,0.59,24.52
2021-06-17T06:00:00Z,16.0,4.04,7.55,3.16,1.05,23.2
2021-06-17T07:00:00Z,18.05,4.19,7.6,3.1,1.16,26.82
2021-06-17T08:00:00Z,16.58,7.18,11.39,5.85,0.75,31.13
2021-06-17T09:00:00Z,14.32,6.8,10.8,5.06,0.59,31.69
2021-06-17T10:00:00Z,10.85,11.97,18.28,9.0,0.19,33.06
2021-06-17T11:00:00Z,6.69,12.68,19.69,9.58,0.0,37.46
2021-06-17T12:00:00Z,8.47,11.24,17.0,8.41,0.0,39.47
2021-06-17T13:00:00Z,6.52,11.46,17.24,8.44,0.0,43.15
2021-06-17T14:00:00Z,5.26,9.71,14.15,6.34,0.0,50.55
2021-06-17T15:00:00Z,11.92,12.21,17.95,9.22,0.0,52.16
2021-06-17T16:00:00Z,9.04,12.45,18.45,9.53,0.0,45.52
2021-06-17T17:00:00Z,7.94,11.22,16.39,9.02,0.0,48.9
2021-06-17T18:00:00Z,15.02,12.07,17.81,10.33,0.0,53.57
2021-06-17T19:00:00Z,15.12,12.01,17.88,10.45,0.0,44.59
2021-06-17T20:00:00Z,3.98,5.68,8.64,3.99,0.09,60.19
2021-06-17T21:00:00Z,9.27,6.55,10.22,4.8,0.2,61.29
2021-06-17T22:00:00Z,12.25,6.87,10.56,5.34,0.26,56.54
2021-06-17T23:00:00Z,12.55,7.4,11.74,5.98,0.33,66.02
2021-06-18T00:00:00Z,16.09,8.85,13.84,7.68,0.28,73.34
2021-06-18T01:00:00Z,11.6,8.76,13.56,7.76,0.48,56.85
2021-06-18T02:00:00Z,11.51,10.86,16.54,9.43,0.54,45.69
2021-06-18T03:00:00Z,10.63,11.21,16.78,9.78,0.65,37.57
2021-06-18T04:00:00Z,9.92,11.24,16.79,9.64,0.64,35.39
2021-06-18T05:00:00Z,8.89,7.2,11.53,6.16,0.76,24.65
2021-06-18T06:00:00Z,8.58,7.48,11.96,6.34,0.77,27.56
2021-06-18T07:00:00Z,10.35,6.45,10.52,5.34,0.72,32.66
2021-06-18T08:00:00Z,9.8,6.9,11.13,5.56,0.81,36.38
2021-06-18T09:00:00Z,5.0,5.19,8.52,3.86,0.66,56.4
2021-06-18T10:00:00Z,9.88,6.3,10.27,5.12,0.64,58.13
2021-06-18T11:00:00Z,7.55,4.66,8.24,3.79,0.59,60.57
2021-06-18T12:00:00Z,11.23,5.38,9.39,4.63,0.57,59.36
2021-06-18T13:00:00Z,9.93,7.12,11.53,6.25,0.62,53.69
2021-06-18T14:00:00Z,9.47,5.54,9.56,4.8,0.7,54.94
2021-06-18T15:00:00Z,9.25,7.37,11.76,6.6,0.83,58.84
2021-06-18T16:00:00Z,8.19,8.19,12.13,7.51,0.75,61.42
2021-06-18T17:00:00Z,6.05,4.34,7.83,3.74,0.8,64.38
2021-06-18T18:00:00Z,6.31,4.81,8.22,4.28,0.71,65.9
2021-06-18T19:00:00Z,6.83,4.7,8.25,4.16,0.69,64.36
2021-06-18T20:00:00Z,4.56,4.27,7.64,3.78,0.87,62.67
2021-06-18T21:00:00Z,4.98,4.18,7.53,3.71,0.81,68.01
2021-06-18T22:00:00Z,5.66,4.34,7.81,3.82,0.7,70.04
2021-06-18T23:00:00Z,4.38,3.51,7.0,2.85,0.75,69.05
2021-06-19T00:00:00Z,4.31,4.46,8.08,3.89,0.62,66.32
2021-06-19T01:00:00Z,4.02,2.69,5.96,2.16,0.76,64.72
2021-06-19T02:00:00Z,6.59,5.54,9.43,4.98,0.82,58.88
2021-06-19T03:00:00Z,4.82,5.88,9.82,5.23,0.8,57.88
2021-06-19T04:00:00Z,4.59,5.63,9.46,5.01,0.75,58.34
2021-06-19T05:00:00Z,4.68,6.35,10.3,5.54,0.84,54.27
2021-06-19T06:00:00Z,6.87,5.69,9.51,4.8,1.03,49.75
2021-06-19T07:00:00Z,3.98,5.4,8.91,4.28,0.87,53.2
2021-06-19T08:00:00Z,4.14,7.22,10.96,5.98,0.87,49.93
2021-06-19T09:00:00Z,7.12,6.11,9.12,4.8,0.61,52.09
2021-06-19T10:00:00Z,2.92,4.34,5.65,2.6,0.02,54.59
2021-06-19T11:00:00Z,4.23,4.11,5.92,2.6,0.33,67.05
2021-06-19T12:00:00Z,5.99,3.0,4.24,1.41,0.45,72.26
2021-06-19T13:00:00Z,3.96,2.98,4.11,1.2,0.19,68.83
2021-06-19T14:00:00Z,4.38,3.23,4.28,1.44,0.13,69.62
2021-06-19T15:00:00Z,4.81,3.72,4.85,1.93,0.02,70.64
2021-06-19T16:00:00Z,2.74,4.15,5.03,2.05,0.0,72.92
2021-06-19T17:00:00Z,6.38,5.06,6.99,3.4,0.07,78.45
2021-06-19T18:00:00Z,9.36,3.77,5.76,2.19,0.36,77.21
2021-06-19T19:00:00Z,9.2,4.37,6.83,3.19,0.42,69.98
2021-06-19T20:00:00Z,9.69,5.82,9.35,4.76,0.45,66.94
2021-06-19T21:00:00Z,9.44,5.91,9.75,4.87,0.41,66.92
2021-06-19T22:00:00Z,9.89,6.22,10.26,5.36,0.43,64.87
2021-06-19T23:00:00Z,6.2,7.0,11.54,5.71,0.56,60.88
2021-06-20T00:00:00Z,6.47,6.86,11.6,5.56,0.7,60.78
2021-06-20T01:00:00Z,5.94,8.09,13.0,6.72,0.61,57.54
2021-06-20T02:00:00Z,5.03,10.18,15.52,8.43,0.57,53.99
2021-06-20T03:00:00Z,4.62,10.89,16.37,9.04,0.75,53.77
2021-06-20T04:00:00Z,4.14,11.95,17.89,9.77,0.76,49.29
2021-06-20T05:00:00Z,4.77,13.45,19.91,11.03,0.78,49.95
2021-06-20T06:00:00Z,4.07,13.62,20.26,11.13,0.87,50.53
2021-06-20T07:00:00Z,5.54,13.78,20.58,11.24,0.66,49.99
2021-06-20T08:00:00Z,4.38,13.85,20.88,10.88,0.85,53.62
2021-06-20T09:00:00Z,4.1,13.83,20.71,10.69,0.85,52.4
2021-06-20T10:00:00Z,2.82,13.35,20.04,10.27,1.01,51.82
2021-06-20T11:00:00Z,3.58,14.23,21.18,10.81,0.87,54.62
2021-06-20T12:00:00Z,5.6,15.23,23.19,11.82,0.82,63.15
2021-06-20T13:00:00Z,8.02,12.55,19.26,9.66,0.64,70.82
2021-06-20T14:00:00Z,3.2,13.06,19.79,9.8,0.79,62.32
2021-06-20T15:00:00Z,3.07,9.47,14.12,6.57,0.55,62.86
2021-06-20T16:00:00Z,2.52,8.15,11.89,5.29,0.61,68.91
2021-06-20T17:00:00Z,3.25,7.22,10.32,4.64,0.27,72.37
2021-06-20T18:00:00Z,7.18,6.45,10.01,4.41,0.49,82.42
2021-06-20T19:00:00Z,6.69,6.23,9.68,4.32,0.62,77.04
2021-06-20T20:00:00Z,2.86,5.58,8.53,3.53,0.73,68.28
2021-06-20T21:00:00Z,6.17,5.11,8.3,3.57,0.65,69.39
2021-06-20T22:00:00Z,10.71,6.5,10.74,5.28,0.54,65.19
2021-06-20T23:00:00Z,7.62,7.03,11.62,5.61,0.66,54.48
2021-06-21T00:00:00Z,8.06,7.28,11.98,6.06,0.76,51.45
2021-06-21T01:00:00Z,6.79,7.9,12.81,6.65,0.72,48.06
2021-06-21T02:00:00Z,5.9,8.08,13.01,7.03,0.89,50.32
2021-06-21T03:00:00Z,5.71,8.2,13.18,6.97,0.8,44.74
2021-06-21T04:00:00Z,7.64,8.75,14.07,7.6,1.08,36.7
2021-06-21T05:00:00Z,12.92,9.95,15.53,8.5,1.65,30.2
2021-06-21T06:00:00Z,15.93,11.39,17.4,9.79,2.05,30.69
2021-06-21T07:00:00Z,8.61,9.04,14.02,7.16,1.08,42.25
2021-06-21T08:00:00Z,3.66,6.45,9.91,4.61,0.95,54.47
2021-06-21T09:00:00Z,2.91,5.52,8.04,3.6,0.67,61.58
2021-06-21T10:00:00Z,4.51,5.46,7.64,3.46,0.54,67.37
2021-06-21T11:00:00Z,4.97,5.29,7.07,3.07,0.27,72.91
2021-06-21T12:00:00Z,3.3,5.45,6.97,3.07,0.0,71.82
2021-06-21T13:00:00Z,5.67,5.0,6.05,2.44,0.0,77.33
2021-06-21T14:00:00Z,6.0,5.25,6.68,2.88,0.0,81.56
2021-06-21T15:00:00Z,9.24,5.66,7.63,3.44,0.05,80.81
2021-06-21T16:00:00Z,16.52,7.01,10.96,4.96,0.26,73.63
2021-06-21T17:00:00Z,14.12,5.71,9.56,4.19,0.33,75.42
2021-06-21T18:00:00Z,10.48,5.0,8.66,3.67,0.59,60.43
2021-06-21T19:00:00Z,2.0,5.79,8.95,4.21,0.94,58.75
2021-06-21T20:00:00Z,3.71,9.97,14.73,7.95,0.71,66.33
2021-06-21T21:00:00Z,7.3,10.6,15.85,8.36,0.68,68.32
2021-06-21T22:00:00Z,10.89,10.53,16.18,8.38,0.6,66.18
2021-06-21T23:00:00Z,9.88,10.37,15.9,8.32,0.58,57.56
2021-06-22T00:00:00Z,6.75,8.19,13.06,6.17,0.75,52.84
2021-06-22T01:00:00Z,3.97,8.66,13.74,6.22,0.89,52.03
2021-06-22T02:00:00Z,4.39,9.89,15.3,6.91,0.8,52.09
2021-06-22T03:00:00Z,4.81,10.41,16.3,7.16,0.83,54.14
2021-06-22T04:00:00Z,7.25,9.86,15.77,6.76,0.79,51.59
2021-06-22T05:00:00Z,9.17,9.65,15.34,6.63,0.89,48.0
2021-06-22T06:00:00Z,6.74,9.53,14.64,6.13,1.14,38.4
2021-06-22T07:00:00Z,2.37,6.96,10.13,3.82,0.72,42.58
2021-06-22T08:00:00Z,3.49,5.88,7.98,2.95,0.17,53.18
2021-06-22T09:00:00Z,5.33,5.97,8.16,3.09,0.31,62.34
2021-06-22T10:00:00Z,5.88,5.74,7.56,2.94,0.35,62.06
2021-06-22T11:00:00Z,4.92,6.34,8.16,3.34,0.32,67.23
2021-06-22T12:00:00Z,7.19,6.36,8.43,3.52,0.31,71.97
2021-06-22T13:00:00Z,8.37,6.37,8.33,3.59,0.19,70.44
2021-06-22T14:00:00Z,8.33,6.31,7.98,3.51,0.03,71.49
2021-06-22T15:00:00Z,4.97,6.1,7.24,3.17,0.0,71.7
2021-06-22T16:00:00Z,7.02,6.48,7.86,3.52,0.0,75.54
2021-06-22T17:00:00Z,4.83,7.06,8.61,4.09,0.0,77.46
2021-06-22T18:00:00Z,3.09,6.42,7.53,3.4,0.0,79.53
2021-06-22T19:00:00Z,4.92,6.6,7.69,3.37,0.0,79.84
2021-06-22T20:00:00Z,10.68,5.06,5.77,2.4,0.0,82.33
2021-06-22T21:00:00Z,18.93,4.48,6.3,2.7,0.16,80.52
2021-06-22T22:00:00Z,22.22,7.58,12.55,5.34,0.34,61.36
2021-06-22T23:00:00Z,18.4,5.34,9.2,4.1,0.57,52.8
2021-06-23T00:00:00Z,14.45,5.23,8.86,4.42,0.58,49.49
2021-06-23T01:00:00Z,15.98,5.24,9.02,4.68,0.62,34.94
2021-06-23T02:00:00Z,15.03,5.47,9.31,4.98,0.56,31.22
2021-06-23T03:00:00Z,12.55,6.46,10.38,5.86,0.6,23.32
2021-06-23T04:00:00Z,10.69,5.89,9.81,5.41,0.85,15.22
2021-06-23T05:00:00Z,12.01,6.65,10.64,6.03,2.35,14.39
2021-06-23T06:00:00Z,13.94,11.1,16.97,8.5,2.6,7.36
2021-06-23T07:00:00Z,8.39,15.67,23.76,11.24,0.92,23.69
2021-06-23T08:00:00Z,4.7,16.49,25.05,11.27,0.01,49.5
2021-06-23T09:00:00Z,0.67,11.96,16.92,7.77,0.0,60.28
2021-06-23T10:00:00Z,3.15,11.98,16.95,7.77,0.0,76.85
2021-06-23T11:00:00Z,3.21,12.22,17.11,7.8,0.0,89.5
2021-06-23T12:00:00Z,2.61,13.04,18.72,8.38,0.0,98.83
2021-06-23T13:00:00Z,2.48,12.15,17.08,7.47,0.0,101.06
2021-06-23T14:00:00Z,6.5,11.97,16.65,7.31,0.03,107.23
2021-06-23T15:00:00Z,2.92,13.21,19.02,8.4,0.0,112.23
2021-06-23T16:00:00Z,5.6,15.64,23.06,10.36,0.0,118.83
2021-06-23T17:00:00Z,6.33,18.02,27.29,12.66,0.0,121.38
2021-06-23T18:00:00Z,9.3,20.33,32.74,15.2,0.01,119.28
2021-06-23T19:00:00Z,9.69,20.14,32.37,15.38,0.0,104.68
2021-06-23T20:00:00Z,22.36,13.41,20.13,9.92,0.0,97.78
2021-06-23T21:00:00Z,23.16,14.57,21.99,11.1,0.08,76.45
2021-06-23T22:00:00Z,18.09,13.21,19.84,10.2,0.21,66.89
2021-06-23T23:00:00Z,16.38,11.96,17.8,9.65,0.32,60.45
2021-06-24T00:00:00Z,16.07,8.38,12.79,6.73,0.3,54.32
2021-06-24T01:00:00Z,14.96,6.63,10.35,5.11,0.27,53.98
2021-06-24T02:00:00Z,14.72,8.07,12.81,6.15,0.34,49.38
2021-06-24T03:00:00Z,13.67,8.81,13.91,6.7,0.42,44.55
